position,floor,packet_size,iteration,signal_power,tx_power,tx_time,rx_time,cell_id,ecl,snr,earfcn,pci,rsrq,operator_mode,used_energy,rlc_ul_bler,rlc_dl_bler,mac_ul_bler,rlc_ul,rlc_dl,mac_ul,mac_dl,mem_current_allocated,mem_total_free,mem_max_free,mem_num_allocs,mem_num_frees,primary_cell,rsrp,rssi
91,2,64,8,-930,230,358,1521,3087983,0,121,6446,280,-108,3,0.166,0,0,0,447,55,344,72,27848,13392,12560,756,519,1,-930,-852
91,2,64,9,-912,230,359,1391,3087983,0,117,6446,280,-110,3,0.164,0,0,0,447,55,344,72,27848,13392,12560,771,534,1,-912,-835
91,2,128,0,-935,230,512,1507,3087983,0,105,6446,280,-109,3,0.229,0,0,0,447,55,344,72,27848,13392,12560,786,549,1,-935,-848
91,2,128,1,-940,230,828,2030,3087983,0,119,6446,280,-108,3,0.350,0,0,0,447,55,344,72,27848,13392,12560,801,564,1,-940,-863
91,2,128,2,-941,230,510,1214,3087983,0,109,6446,280,-111,3,0.225,0,0,0,447,55,344,72,27848,13392,12560,816,579,1,-941,-851
91,2,128,3,-933,230,512,1339,3087983,0,108,6446,280,-110,3,0.226,0,0,0,447,55,344,72,27848,13392,12560,831,594,1,-933,-853
91,2,128,4,-909,230,511,1315,3087983,0,114,6446,280,-109,3,0.222,0,0,0,447,55,344,72,27848,13392,12560,846,609,1,-909,-825
91,2,128,5,-909,230,511,1362,3087983,0,99,6446,280,-111,3,0.221,0,0,0,447,55,344,72,27848,13392,12560,861,624,1,-909,-829
91,2,128,6,-922,230,512,1409,3087983,0,135,6446,280,-108,3,0.224,0,0,0,447,55,344,72,27848,13392,12560,876,639,1,-922,-837
91,2,128,7,-927,230,513,1142,3087983,0,122,6446,280,-108,3,0.222,0,0,0,447,55,344,72,27848,13392,12560,891,654,1,-927,-848
91,2,128,8,-910,230,507,1183,3087983,0,111,6446,280,-111,3,0.223,0,0,0,447,55,344,72,27848,13392,12560,906,669,1,-910,-834
91,2,128,9,-905,230,511,1226,3087983,0,107,6446,280,-109,3,0.221,0,0,0,447,55,344,72,27848,13392,12560,921,684,1,-905,-826
92,2,16,0,-927,230,405,1490,3087983,0,142,6446,280,-108,3,0.186,0,0,0,447,55,344,72,27848,13392,12560,937,700,1,-927,-850
92,2,16,1,-936,230,402,1275,3087983,0,127,6446,280,-109,3,0.181,0,0,0,447,55,344,72,27848,13392,12560,953,716,1,-936,-857
92,2,16,2,-938,230,816,1572,3087983,0,123,6446,280,-108,3,0.337,0,0,0,447,55,344,72,27848,13392,12560,969,732,1,-938,-852
92,2,16,3,-941,230,404,1134,3087983,0,114,6446,280,-109,3,0.180,0,0,0,447,55,344,72,27848,13392,12560,985,748,1,-941,-862
92,2,16,4,-940,230,400,1229,3087983,0,118,6446,280,-109,3,0.181,0,0,0,447,55,344,72,27848,13392,12560,1001,764,1,-940,-862
92,2,16,5,-936,230,404,1304,3087983,0,104,6446,280,-109,3,0.187,0,0,0,447,55,344,72,27848,13392,12560,1017,780,1,-936,-851
92,2,16,6,-940,230,406,1396,3087983,0,110,6446,280,-110,3,0.186,0,0,0,447,55,344,72,27848,13392,12560,1033,796,1,-940,-859
92,2,16,7,-956,230,402,1481,3087983,0,92,6446,280,-112,3,0.186,0,0,0,447,55,344,72,27848,13392,12560,1049,812,1,-956,-874
92,2,16,8,-945,230,402,1258,3087983,0,163,6446,280,-108,3,0.188,0,0,0,447,55,344,72,27848,13392,12560,1065,828,1,-945,-868
92,2,16,9,-1003,230,399,1355,3087983,0,48,6446,280,-123,3,0.184,0,0,0,447,55,344,72,27848,13392,12560,1081,844,1,-1003,-908
92,2,32,0,-985,230,410,1358,3087983,0,38,6446,280,-123,3,0.199,0,0,0,447,55,344,72,27848,13392,12560,1097,860,1,-985,-886
92,2,32,1,-966,230,413,1418,3087983,0,93,6446,280,-112,3,0.194,0,0,0,447,55,344,72,27848,13392,12560,1113,876,1,-966,-882
92,2,32,2,-975,230,410,1449,3087983,0,84,6446,280,-113,3,0.198,0,0,0,447,55,344,72,27848,13392,12560,1129,892,1,-975,-893
92,2,32,3,-949,230,822,1716,3087983,0,96,6446,280,-111,3,0.345,0,0,0,447,55,344,72,27848,13392,12560,1145,908,1,-949,-869
92,2,32,4,-947,230,410,1257,3087983,0,115,6446,280,-109,3,0.187,0,0,0,447,55,344,72,27848,13392,12560,1161,924,1,-947,-868
92,2,32,5,-949,230,411,1280,3087983,0,92,6446,280,-114,3,0.188,0,0,0,447,55,344,72,27848,13392,12560,1177,940,1,-949,-866
92,2,32,6,-953,230,413,1327,3087983,0,111,6446,280,-110,3,0.186,0,0,0,447,55,344,72,27848,13392,12560,1193,956,1,-953,-872
92,2,32,7,-943,230,412,1115,3087983,0,103,6446,280,-109,3,0.187,0,0,0,447,55,344,72,27848,13392,12560,1209,972,1,-943,-862
92,2,32,8,-947,230,410,1153,3087983,0,99,6446,280,-111,3,0.188,0,0,0,447,55,344,72,27848,13392,12560,1225,988,1,-947,-868
92,2,32,9,-968,230,408,1126,3087983,0,108,6446,280,-111,3,0.185,0,0,0,447,55,344,72,27848,13392,12560,1241,1004,1,-968,-886
92,2,64,0,-958,230,360,1023,3087983,0,99,6446,280,-112,3,0.162,0,0,0,447,55,344,72,27848,13392,12560,1256,1019,1,-958,-877
92,2,64,1,-953,230,358,1355,3087983,0,105,6446,280,-110,3,0.164,0,0,0,447,55,344,72,27848,13392,12560,1271,1034,1,-953,-875
92,2,64,2,-954,230,359,1211,3087983,0,113,6446,280,-108,3,0.163,0,0,0,447,55,344,72,27848,13392,12560,1286,1049,1,-954,-876
92,2,64,3,-976,230,361,1133,3087983,0,91,6446,280,-111,3,0.165,0,0,0,447,55,344,72,27848,13392,12560,1301,1064,1,-976,-893
92,2,64,4,-955,230,771,1687,3087983,0,84,6446,280,-113,3,0.323,0,0,0,447,55,344,72,27848,13392,12560,1316,1079,1,-955,-867
92,2,64,5,-954,230,359,1322,3087983,0,95,6446,280,-111,3,0.164,0,0,0,447,55,344,72,27848,13392,12560,1331,1094,1,-954,-872
92,2,64,6,-955,230,360,1251,3087983,0,91,6446,280,-113,3,0.164,0,0,0,447,55,344,72,27848,13392,12560,1346,1109,1,-955,-873
92,2,64,7,-957,230,357,1192,3087983,0,64,6446,280,-117,3,0.163,0,0,0,447,55,344,72,27848,13392,12560,1361,1124,1,-957,-863
92,2,64,8,-962,230,358,1126,3087983,0,95,6446,280,-111,3,0.162,0,0,0,447,55,344,72,27848,13392,12560,1376,1139,1,-962,-870
92,2,64,9,-963,230,360,1122,3087983,0,89,6446,280,-113,3,0.166,0,0,0,447,55,344,72,27848,13392,12560,1391,1154,1,-963,-880
92,2,128,0,-987,230,512,1158,3087983,0,51,6446,280,-119,3,0.224,0,0,0,447,55,344,72,27848,13392,12560,1406,1169,1,-987,-892
92,2,128,1,-961,230,508,1135,3087983,0,88,6446,280,-113,3,0.222,0,0,0,447,55,344,72,27848,13392,12560,1421,1184,1,-961,-880
92,2,128,2,-965,230,513,1175,3087983,0,72,6446,280,-115,3,0.221,0,0,0,447,55,344,72,27848,13392,12560,1436,1199,1,-965,-882
92,2,128,3,-956,230,509,1212,3087983,0,93,6446,280,-111,3,0.223,0,0,0,447,55,344,72,27848,13392,12560,1451,1214,1,-956,-876
92,2,128,4,-976,230,512,1245,3087983,0,69,6446,280,-116,3,0.222,0,0,0,447,55,344,72,27848,13392,12560,1466,1229,1,-976,-891
92,2,128,5,-969,230,829,2162,3087983,0,44,6446,280,-123,3,0.357,0,0,0,447,55,344,72,27848,13392,12560,1481,1244,1,-969,-878
92,2,128,6,-948,230,512,1032,3087983,0,119,6446,280,-109,3,0.221,0,0,0,447,55,344,72,27848,13392,12560,1496,1259,1,-948,-863
92,2,128,7,-951,230,513,1134,3087983,0,91,6446,280,-112,3,0.221,0,0,0,447,55,344,72,27848,13392,12560,1511,1274,1,-951,-868
92,2,128,8,-960,230,511,1174,3087983,0,86,6446,280,-113,3,0.224,0,0,0,447,55,344,72,27848,13392,12560,1526,1289,1,-960,-872
92,2,128,9,-944,230,546,1440,3087983,0,113,6446,280,-109,3,0.240,0,0,0,447,55,344,72,27848,13392,12560,1541,1304,1,-944,-855
93,2,16,0,-972,230,403,1407,3087983,0,101,6446,280,-111,3,0.186,0,0,0,447,55,344,72,27848,13392,12560,1557,1320,1,-972,-891
93,2,16,1,-949,230,403,1168,3087983,0,108,6446,280,-110,3,0.187,0,0,0,447,55,344,72,27848,13392,12560,1573,1336,1,-949,-872
93,2,16,2,-949,230,404,1245,3087983,0,123,6446,280,-108,3,0.193,0,0,0,447,55,344,72,27848,13392,12560,1589,1352,1,-949,-870
93,2,16,3,-952,230,402,1317,3087983,0,115,6446,280,-109,3,0.189,0,0,0,447,55,344,72,27848,13392,12560,1605,1368,1,-952,-873
93,2,16,4,-952,230,401,1403,3087983,0,119,6446,280,-110,3,0.187,0,0,0,447,55,344,72,27848,13392,12560,1621,1384,1,-952,-874
93,2,16,5,-951,230,403,1479,3087983,0,103,6446,280,-111,3,0.188,0,0,0,447,55,344,72,27848,13392,12560,1637,1400,1,-951,-872
93,2,16,6,-949,230,813,1774,3087983,0,104,6446,280,-109,3,0.342,0,0,0,447,55,344,72,27848,13392,12560,1653,1416,1,-949,-868
93,2,16,7,-948,230,403,1317,3087983,0,135,6446,280,-108,3,0.187,0,0,0,447,55,344,72,27848,13392,12560,1669,1432,1,-948,-871
93,2,16,8,-960,230,401,1402,3087983,0,108,6446,280,-110,3,0.186,0,0,0,447,55,344,72,27848,13392,12560,1685,1448,1,-960,-881
93,2,16,9,-954,230,405,1474,3087983,0,121,6446,280,-109,3,0.190,0,0,0,447,55,344,72,27848,13392,12560,1701,1464,1,-954,-875
93,2,32,0,-948,230,412,1174,3087983,0,116,6446,280,-109,3,0.190,0,0,0,447,55,344,72,27848,13392,12560,1717,1480,1,-948,-868
93,2,32,1,-950,230,413,1521,3087983,0,125,6446,280,-108,3,0.197,0,0,0,447,55,344,72,27848,13392,12560,1733,1496,1,-950,-871
93,2,32,2,-952,230,405,1555,3087983,0,105,6446,280,-111,3,0.194,0,0,0,447,55,344,72,27848,13392,12560,1749,1512,1,-952,-874
93,2,32,3,-950,230,410,1322,3087983,0,111,6446,280,-109,3,0.193,0,0,0,447,55,344,72,27848,13392,12560,1765,1528,1,-950,-871
93,2,32,4,-950,230,411,1277,3087983,0,122,6446,280,-108,3,0.192,0,0,0,447,55,344,72,27848,13392,12560,1781,1544,1,-950,-870
93,2,32,5,-950,230,409,1305,3087983,0,104,6446,280,-111,3,0.191,0,0,0,447,55,344,72,27848,13392,12560,1797,1560,1,-950,-872
93,2,32,6,-953,230,412,1405,3087983,0,116,6446,280,-109,3,0.194,0,0,0,447,55,344,72,27848,13392,12560,1813,1576,1,-953,-873
93,2,32,7,-952,230,821,1889,3087983,0,109,6446,280,-110,3,0.352,0,0,0,447,55,344,72,27848,13392,12560,1829,1592,1,-952,-872
93,2,32,8,-947,230,411,1080,3087983,0,122,6446,280,-108,3,0.184,0,0,0,447,55,344,72,27848,13392,12560,1845,1608,1,-947,-870
93,2,32,9,-948,230,410,1113,3087983,0,126,6446,280,-109,3,0.185,0,0,0,447,55,344,72,27848,13392,12560,1861,1624,1,-948,-871
93,2,64,0,-948,230,359,1373,3087983,0,130,6446,280,-108,3,0.171,0,0,0,447,55,344,72,27848,13392,12560,1876,1639,1,-948,-870
93,2,64,1,-961,230,356,1305,3087983,0,119,6446,280,-108,3,0.174,0,0,0,447,55,344,72,27848,13392,12560,1891,1654,1,-961,-884
93,2,64,2,-954,230,361,1470,3087983,0,110,6446,280,-110,3,0.175,0,0,0,447,55,344,72,27848,13392,12560,1906,1669,1,-954,-875
93,2,64,3,-945,230,360,1470,3087983,0,127,6446,280,-108,3,0.169,0,0,0,447,55,344,72,27848,13392,12560,1921,1684,1,-945,-867
93,2,64,4,-941,230,358,1387,3087983,0,119,6446,280,-108,3,0.167,0,0,0,447,55,344,72,27848,13392,12560,1936,1699,1,-941,-865
93,2,64,5,-948,230,358,1232,3087983,0,129,6446,280,-108,3,0.166,0,0,0,447,55,344,72,27848,13392,12560,1951,1714,1,-948,-870
93,2,64,6,-943,230,362,1217,3087983,0,124,6446,280,-108,3,0.169,0,0,0,447,55,344,72,27848,13392,12560,1966,1729,1,-943,-864
93,2,64,7,-946,230,359,1466,3087983,0,122,6446,280,-108,3,0.171,0,0,0,447,55,344,72,27848,13392,12560,1981,1744,1,-946,-868
93,2,64,8,-947,230,767,1934,3087983,0,101,6446,280,-109,3,0.326,0,0,0,447,55,344,72,27848,13392,12560,1996,1759,1,-947,-867
93,2,64,9,-944,230,362,1230,3087983,0,131,6446,280,-108,3,0.166,0,0,0,447,55,344,72,27848,13392,12560,2011,1774,1,-944,-868
93,2,128,0,-947,230,510,1259,3087983,0,100,6446,280,-110,3,0.227,0,0,0,447,55,344,72,27848,13392,12560,2026,1789,1,-947,-867
93,2,128,1,-947,230,512,1296,3087983,0,116,6446,280,-108,3,0.227,0,0,0,447,55,344,72,27848,13392,12560,2041,1804,1,-947,-860
93,2,128,2,-946,230,510,1331,3087983,0,116,6446,280,-109,3,0.224,0,0,0,447,55,344,72,27848,13392,12560,2056,1819,1,-946,-867
93,2,128,3,-951,230,511,1356,3087983,0,127,6446,280,-109,3,0.231,0,0,0,447,55,344,72,27848,13392,12560,2071,1834,1,-951,-864
93,2,128,4,-949,230,512,1459,3087983,0,116,6446,280,-109,3,0.229,0,0,0,447,55,344,72,27848,13392,12560,2086,1849,1,-949,-869
93,2,128,5,-942,230,511,1416,3087983,0,121,6446,280,-108,3,0.227,0,0,0,447,55,344,72,27848,13392,12560,2101,1864,1,-942,-857
93,2,128,6,-947,230,511,1449,3087983,0,106,6446,280,-109,3,0.227,0,0,0,447,55,344,72,27848,13392,12560,2116,1879,1,-947,-866
93,2,128,7,-940,230,510,1464,3087983,0,116,6446,280,-109,3,0.233,0,0,0,447,55,344,72,27848,13392,12560,2131,1894,1,-940,-854
93,2,128,8,-937,230,510,1511,3087983,0,119,6446,280,-109,3,0.233,0,0,0,447,55,344,72,27848,13392,12560,2146,1909,1,-937,-860
93,2,128,9,-971,230,827,2072,3087983,0,104,6446,280,-111,3,0.367,0,0,0,447,55,344,72,27848,13392,12560,2161,1924,1,-971,-892
94,2,16,0,-965,230,400,1413,3087983,0,107,6446,280,-108,3,0.191,0,0,0,447,55,344,72,27848,13392,12560,2177,1940,1,-965,-887
94,2,16,1,-982,230,398,1490,3087983,0,64,6446,280,-117,3,0.191,0,0,0,447,55,344,72,27848,13392,12560,2193,1956,1,-982,-896
94,2,16,2,-978,230,400,1257,3087983,0,80,6446,280,-113,3,0.190,0,0,0,447,55,344,72,27848,13392,12560,2209,1972,1,-978,-895
94,2,16,3,-976,230,404,1339,3087983,0,66,6446,280,-117,3,0.190,0,0,0,447,55,344,72,27848,13392,12560,2225,1988,1,-976,-889
94,2,16,4,-971,230,404,1416,3087983,0,87,6446,280,-113,3,0.193,0,0,0,447,55,344,72,27848,13392,12560,2241,2004,1,-971,-879
94,2,16,5,-973,230,400,1516,3087983,0,89,6446,280,-112,3,0.191,0,0,0,447,55,344,72,27848,13392,12560,2257,2020,1,-973,-888
94,2,16,6,-975,230,402,1288,3087983,0,68,6446,280,-115,3,0.190,0,0,0,447,55,344,72,27848,13392,12560,2273,2036,1,-975,-890
94,2,16,7,-964,230,487,1373,3087983,0,95,6446,280,-111,3,0.223,0,0,0,447,55,344,72,27848,13392,12560,2289,2052,1,-964,-884
94,2,16,8,-964,230,404,1448,3087983,0,60,6446,280,-117,3,0.193,0,0,0,447,55,344,72,27848,13392,12560,2305,2068,1,-964,-875
94,2,16,9,-986,230,405,1568,3087983,0,81,6446,280,-112,3,0.194,0,0,0,447,55,344,72,27848,13392,12560,2321,2084,1,-986,-900
94,2,32,0,-986,230,823,1810,3087983,0,85,6446,280,-113,3,0.359,0,0,0,447,55,344,72,27848,13392,12560,2337,2100,1,-986,-895
94,2,32,1,-996,230,411,1402,3087983,0,61,6446,280,-117,3,0.194,0,0,0,447,55,344,72,27848,13392,12560,2353,2116,1,-996,-909
94,2,32,2,-990,230,413,1359,3087983,0,70,6446,280,-115,3,0.193,0,0,0,447,55,344,72,27848,13392,12560,2369,2132,1,-990,-904
94,2,32,3,-987,230,408,1400,3087983,0,87,6446,280,-112,3,0.194,0,0,0,447,55,344,72,27848,13392,12560,2385,2148,1,-987,-906
94,2,32,4,-942,230,410,1425,3087983,0,125,6446,280,-108,3,0.196,0,0,0,447,55,344,72,27848,13392,12560,2401,2164,1,-942,-866
94,2,32,5,-973,230,410,1523,3087983,0,97,6446,280,-110,3,0.195,0,0,0,447,55,344,72,27848,13392,12560,2417,2180,1,-973,-890
94,2,32,6,-991,230,410,1163,3087983,0,68,6446,280,-115,3,0.190,0,0,0,447,55,344,72,27848,13392,12560,2433,2196,1,-991,-905
94,2,32,7,-980,230,411,1510,3087983,0,71,6446,280,-116,3,0.196,0,0,0,447,55,344,72,27848,13392,12560,2449,2212,1,-980,-896
94,2,32,8,-986,230,409,1225,3087983,0,44,6446,280,-121,3,0.192,0,0,0,447,55,344,72,27848,13392,12560,2465,2228,1,-986,-886
94,2,32,9,-979,230,411,1255,3087983,0,88,6446,280,-112,3,0.196,0,0,0,447,55,344,72,27848,13392,12560,2481,2244,1,-979,-893
94,2,64,0,-984,230,358,1174,3087983,0,85,6446,280,-112,3,0.169,0,0,0,447,55,344,72,27848,13392,12560,2496,2259,1,-984,-893
94,2,64,1,-965,230,770,2041,3087983,0,72,6446,280,-114,3,0.332,0,0,0,447,55,344,72,27848,13392,12560,2511,2274,1,-965,-879
94,2,64,2,-965,230,359,1366,3087983,0,93,6446,280,-111,3,0.171,0,0,0,447,55,344,72,27848,13392,12560,2526,2289,1,-965,-877
94,2,64,3,-967,230,360,1366,3087983,0,89,6446,280,-112,3,0.169,0,0,0,447,55,344,72,27848,13392,12560,2541,2304,1,-967,-885
94,2,64,4,-986,230,358,1537,3087983,0,56,6446,280,-120,3,0.176,0,0,0,447,55,344,72,27848,13392,12560,2556,2319,1,-986,-894
94,2,64,5,-985,230,360,1474,3087983,0,64,6446,280,-117,3,0.172,0,0,0,447,55,344,72,27848,13392,12560,2571,2334,1,-985,-892
94,2,64,6,-985,230,358,1477,3087983,0,44,6446,280,-122,3,0.171,0,0,0,447,55,344,72,27848,13392,12560,2586,2349,1,-985,-891
94,2,64,7,-984,230,354,1337,3087983,0,91,6446,280,-111,3,0.171,0,0,0,447,55,344,72,27848,13392,12560,2601,2364,1,-984,-903
94,2,64,8,-969,230,361,1317,3087983,0,92,6446,280,-111,3,0.175,0,0,0,447,55,344,72,27848,13392,12560,2616,2379,1,-969,-885
94,2,64,9,-1007,230,357,1573,3087983,0,52,6446,280,-121,3,0.173,0,0,0,447,55,344,72,27848,13392,12560,2631,2394,1,-1007,-913
94,2,128,0,-1034,230,535,1651,3087983,0,3,6446,280,-138,3,0.243,0,0,0,447,55,344,72,27848,13392,12560,2646,2409,1,-1034,-917
94,2,128,1,-955,230,513,1262,3087983,0,83,6446,280,-113,3,0.227,0,0,0,447,55,344,72,27848,13392,12560,2661,2424,1,-955,-873
94,2,128,2,-1010,230,820,2079,3087983,0,56,6446,280,-118,3,0.363,0,0,0,447,55,344,72,27848,13392,12560,2676,2439,1,-1010,-919
94,2,128,3,-1035,230,511,1639,3087983,0,14,6446,280,-133,3,0.242,0,0,0,447,55,344,72,27848,13392,12560,2691,2454,1,-1035,-927
94,2,128,4,-995,230,509,1358,3087983,0,64,6446,280,-117,3,0.232,0,0,0,447,55,344,72,27848,13392,12560,2706,2469,1,-995,-911
94,2,128,5,-1000,230,510,1459,3087983,0,46,6446,280,-121,3,0.237,0,0,0,447,55,344,72,27848,13392,12560,2721,2484,1,-1000,-908
94,2,128,6,-986,230,507,1437,3087983,0,89,6446,280,-111,3,0.230,0,0,0,447,55,344,72,27848,13392,12560,2736,2499,1,-986,-906
94,2,128,7,-1013,230,514,1539,3087983,0,43,6446,280,-121,3,0.241,0,0,0,447,55,344,72,27848,13392,12560,2751,2514,1,-1013,-913
94,2,128,8,-983,230,512,1263,3087983,0,76,6446,280,-114,3,0.230,0,0,0,447,55,344,72,27848,13392,12560,2766,2529,1,-983,-897
94,2,128,9,-1016,230,511,1548,3087983,0,41,6446,280,-122,3,0.237,0,0,0,447,55,344,72,27848,13392,12560,2781,2544,1,-1016,-920
95,2,16,0,-963,230,402,1480,3087983,0,35,6446,280,-127,3,0.189,0,0,0,447,55,344,72,27848,13392,12560,2797,2560,1,-963,-867
95,2,16,1,-961,230,403,1242,3087983,0,31,6446,280,-128,3,0.187,0,0,0,447,55,344,72,27848,13392,12560,2813,2576,1,-961,-866
95,2,16,2,-939,230,401,1369,3087983,0,79,6446,280,-115,3,0.188,0,0,0,447,55,344,72,27848,13392,12560,2829,2592,1,-939,-856
95,2,16,3,-947,230,820,2050,3087983,0,85,6446,280,-114,3,0.353,0,0,0,447,55,344,72,27848,13392,12560,2845,2608,1,-947,-857
95,2,16,4,-949,230,402,1214,3087983,0,50,6446,280,-121,3,0.188,0,0,0,447,55,344,72,27848,13392,12560,2861,2624,1,-949,-858
95,2,16,5,-944,230,403,1295,3087983,0,75,6446,280,-115,3,0.187,0,0,0,447,55,344,72,27848,13392,12560,2877,2640,1,-944,-855
95,2,16,6,-936,230,402,1375,3087983,0,61,6446,280,-118,3,0.186,0,0,0,447,55,344,72,27848,13392,12560,2893,2656,1,-936,-849
95,2,16,7,-928,230,399,1456,3087983,0,69,6446,280,-118,3,0.187,0,0,0,447,55,344,72,27848,13392,12560,2909,2672,1,-928,-843
95,2,16,8,-933,230,406,1207,3087983,0,67,6446,280,-115,3,0.188,0,0,0,447,55,344,72,27848,13392,12560,2925,2688,1,-933,-845
95,2,16,9,-929,230,402,1311,3087983,0,112,6446,280,-110,3,0.180,0,0,0,447,55,344,72,27848,13392,12560,2941,2704,1,-929,-851
95,2,32,0,-947,230,412,1332,3087983,0,116,6446,280,-109,3,0.187,0,0,0,447,55,344,72,27848,13392,12560,2957,2720,1,-947,-867
95,2,32,1,-933,230,412,1036,3087983,0,113,6446,280,-109,3,0.183,0,0,0,447,55,344,72,27848,13392,12560,2973,2736,1,-933,-853
95,2,32,2,-939,230,410,1368,3087983,0,82,6446,280,-116,3,0.192,0,0,0,447,55,344,72,27848,13392,12560,2989,2752,1,-939,-857
95,2,32,3,-938,230,413,1389,3087983,0,64,6446,280,-116,3,0.192,0,0,0,447,55,344,72,27848,13392,12560,3005,2768,1,-938,-842
95,2,32,4,-943,230,821,1948,3087983,0,66,6446,280,-117,3,0.350,0,0,0,447,55,344,72,27848,13392,12560,3021,2784,1,-943,-847
95,2,32,5,-924,230,411,1447,3087983,0,89,6446,280,-112,3,0.190,0,0,0,447,55,344,72,27848,13392,12560,3037,2800,1,-924,-843
95,2,32,6,-947,230,413,1470,3087983,0,52,6446,280,-121,3,0.191,0,0,0,447,55,344,72,27848,13392,12560,3053,2816,1,-947,-855
95,2,32,7,-937,230,409,1505,3087983,0,73,6446,280,-116,3,0.196,0,0,0,447,55,344,72,27848,13392,12560,3069,2832,1,-937,-851
95,2,32,8,-927,230,411,1214,3087983,0,77,6446,280,-116,3,0.188,0,0,0,447,55,344,72,27848,13392,12560,3085,2848,1,-927,-844
95,2,32,9,-928,230,409,1471,3087983,0,83,6446,280,-112,3,0.196,0,0,0,447,55,344,72,27848,13392,12560,3101,2864,1,-928,-820
95,2,64,0,-928,230,358,1241,3087983,0,100,6446,280,-111,3,0.160,0,0,0,447,55,344,72,27848,13392,12560,3116,2879,1,-928,-847
95,2,64,1,-941,230,361,1391,3087983,0,81,6446,280,-117,3,0.170,0,0,0,447,55,344,72,27848,13392,12560,3131,2894,1,-941,-859
95,2,64,2,-937,230,359,1401,3087983,0,113,6446,280,-110,3,0.170,0,0,0,447,55,344,72,27848,13392,12560,3146,2909,1,-937,-855
95,2,64,3,-936,230,361,1314,3087983,0,73,6446,280,-115,3,0.166,0,0,0,447,55,344,72,27848,13392,12560,3161,2924,1,-936,-851
95,2,64,4,-932,230,359,1165,3087983,0,126,6446,280,-108,3,0.165,0,0,0,447,55,344,72,27848,13392,12560,3176,2939,1,-932,-854
95,2,64,5,-936,230,773,2010,3087983,0,138,6446,280,-108,3,0.328,0,0,0,447,55,344,72,27848,13392,12560,3191,2954,1,-936,-853
95,2,64,6,-931,230,357,1330,3087983,0,97,6446,280,-111,3,0.166,0,0,0,447,55,344,72,27848,13392,12560,3206,2969,1,-931,-842
95,2,64,7,-945,230,359,1248,3087983,0,71,6446,280,-115,3,0.167,0,0,0,447,55,344,72,27848,13392,12560,3221,2984,1,-945,-858
95,2,64,8,-937,230,361,1170,3087983,0,75,6446,280,-117,3,0.166,0,0,0,447,55,344,72,27848,13392,12560,3236,2999,1,-937,-854
95,2,64,9,-935,230,357,1423,3087983,0,90,6446,280,-111,3,0.167,0,0,0,447,55,344,72,27848,13392,12560,3251,3014,1,-935,-843
95,2,128,0,-929,230,512,1451,3087983,0,84,6446,280,-114,3,0.228,0,0,0,447,55,344,72,27848,13392,12560,3266,3029,1,-929,-835
95,2,128,1,-934,230,512,1169,3087983,0,77,6446,280,-115,3,0.224,0,0,0,447,55,344,72,27848,13392,12560,3281,3044,1,-934,-850
95,2,128,2,-933,230,509,1244,3087983,0,49,6446,280,-123,3,0.225,0,0,0,447,55,344,72,27848,13392,12560,3296,3059,1,-933,-845
95,2,128,3,-943,230,512,1276,3087983,0,64,6446,280,-118,3,0.226,0,0,0,447,55,344,72,27848,13392,12560,3311,3074,1,-943,-856
95,2,128,4,-941,230,508,1310,3087983,0,42,6446,280,-124,3,0.226,0,0,0,447,55,344,72,27848,13392,12560,3326,3089,1,-941,-851
95,2,128,5,-940,230,512,1340,3087983,0,70,6446,280,-115,3,0.226,0,0,0,447,55,344,72,27848,13392,12560,3341,3104,1,-940,-855
95,2,128,6,-944,230,823,2150,3087983,0,55,6446,280,-118,3,0.358,0,0,0,447,55,344,72,27848,13392,12560,3356,3119,1,-944,-853
95,2,128,7,-945,230,514,1470,3087983,0,28,6446,280,-127,3,0.229,0,0,0,447,55,344,72,27848,13392,12560,3371,3134,1,-945,-844
95,2,128,8,-943,230,461,1624,3087983,0,67,6446,280,-116,3,0.216,0,0,0,447,55,344,72,27848,13392,12560,3386,3149,1,-943,-860
95,2,128,9,-983,230,509,1507,3091056,0,26,6446,411,-128,3,0.233,0,0,0,447,55,344,72,27848,13392,12560,3401,3164,1,-983,-880
96,2,16,0,-1002,230,396,1448,3091056,0,17,6446,411,-132,3,0.193,0,0,0,447,55,344,72,27848,13392,12560,3417,3180,1,-1002,-890
96,2,16,1,-967,230,404,1170,3087983,0,93,6446,280,-111,3,0.188,0,0,0,447,55,344,72,27848,13392,12560,3433,3196,1,-967,-884
96,2,16,2,-961,230,403,1237,3087983,0,100,6446,280,-110,3,0.189,0,0,0,447,55,344,72,27848,13392,12560,3449,3212,1,-961,-881
96,2,16,3,-969,230,404,1314,3087983,0,68,6446,280,-115,3,0.191,0,0,0,447,55,344,72,27848,13392,12560,3465,3228,1,-969,-884
96,2,16,4,-957,230,403,1397,3087983,0,90,6446,280,-112,3,0.189,0,0,0,447,55,344,72,27848,13392,12560,3481,3244,1,-957,-875
96,2,16,5,-951,230,404,1475,3087983,0,92,6446,280,-111,3,0.190,0,0,0,447,55,344,72,27848,13392,12560,3497,3260,1,-951,-863
96,2,16,6,-959,230,403,1238,3087983,0,105,6446,280,-110,3,0.188,0,0,0,447,55,344,72,27848,13392,12560,3513,3276,1,-959,-877
